# THE RENAMED-STRING TABLE -- Fresco.Brix, board wave W-I18N
#
# Every msgid this application asks for that Frescobaldi's catalogs do not
# have, and why. These strings FALL BACK TO ENGLISH by design, in every one of
# the thirteen languages, and they stay that way until somebody translates
# them: nothing here is ever "fixed" back to Frescobaldi's own spelling.
#
# tools/i18nharvest/harvest.py reconciles this file against the code on every
# run -- a row that is no longer in the code, a row that turns out to match
# upstream after all, and a code msgid that is in no row are all reported.
#
# Columns, tab separated:
#   CATEGORY  FR13     no UI element names LilyPond -- the engine is LilyPort
#             FR9      the application is not Frescobaldi -- {appname} goes in
#             RULING   a ruling removed or changed what the sentence described
#             PLATFORM a Qt control this application does not have was replaced
#             NEW      Fresco.Brix-original: there is no upstream msgid at all
#   ORIGIN    the upstream msgid it replaced, or - when there is none
#   CONTEXT   the disambiguating context, or -
#   MSGID     the msgid the code asks for
#
# \n, \t and \\ are escapes. Manual TITLES (decision FD12) are NOT in this
# table: they are data the Documentation Browser reads off the files, never
# msgids, and they say "LilyPond" because that is what the documents are
# called.
NEW	-	-	Copied
NEW	-	-	Copy the current page to a picture.
NEW	-	-	Copy the selected part of the music to a picture.
NEW	-	-	Discards the changes made in this window.
NEW	-	-	Engine &Information...
NEW	-	-	Engine Information
NEW	-	-	Engine:
NEW	-	-	Engraving failed.
NEW	-	-	Engraving...
NEW	-	-	Example:
NEW	-	-	Exited with an error.
NEW	-	-	Exited with {count} error(s).
NEW	-	-	Exporting audio...
NEW	-	-	Fonts built into the program
NEW	-	-	Fonts supplied by the document
NEW	-	-	Here you can specify a filename or suffix (without extension) to set the names of generated output files for this book.
NEW	-	-	If you choose "Suffix" the entered name will be appended to the document's file name; if you choose "Filename", just the entered name will be used.
NEW	-	-	Import Midi
NEW	-	-	Import abc
NEW	-	-	Importing {filename}...
NEW	-	-	Installed in {folder}
NEW	-	-	Load time:
NEW	-	-	Manual to show first:
NEW	-	-	Missing file
NEW	-	-	Music font preview
NEW	-	-	Music is played inside the program, through the instrument bank named below. Choose a SoundFont of your own to play through that instead.
NEW	-	-	No hyphenation dictionaries were found.
NEW	-	-	No instrument found!
NEW	-	-	No manuals are installed.
NEW	-	-	No manuals are installed.\n\nThe manuals are PDF files in the application's assets/docs folder; see its README for how they are made.
NEW	-	-	Nothing in the manuals is headed {term}.
NEW	-	-	Open in External Viewer
NEW	-	-	Opens this page in the user guide (F1).
NEW	-	-	Opens this window's page in the user guide (F1).
NEW	-	-	PDF File
NEW	-	-	PNG Image
NEW	-	-	Please give the version to convert from, as in 2.14.2.
NEW	-	-	Restores the built-in folders.
NEW	-	-	Restores the instrument that came with the program.
NEW	-	-	SVG File
NEW	-	-	Saved
NEW	-	-	Scores are engraved inside {appname} by CodeBrix.LilyPort, a managed port of LilyPond {version}. No LilyPond installation is used or required.
NEW	-	-	Set as {family}
NEW	-	-	Show the contents list
NEW	-	-	Show the next page.
NEW	-	-	Show the previous page.
NEW	-	-	Shows a magnifying glass; hold Ctrl and drag with the left button.
NEW	-	-	Tap
NEW	-	-	The directory containing a music font repository
NEW	-	-	The document has no file to engrave.
NEW	-	-	The full list of third-party works, with each one's licence, is in THIRD-PARTY-NOTICES.txt beside the program.
NEW	-	-	The number of surrounding lines to show when clicking on an object of the music view or jumping to a search result. The text view will scroll and unfold blocks as needed, but always as little as possible. Set it to 0 to disable unfolding.
NEW	-	-	The sample score is not installed.
NEW	-	-	The user guide is not installed.
NEW	-	-	The {count} manuals are installed with the program and are shown in the Documentation Browser.
NEW	-	-	There is no music in this document that can be converted to MusicXML, so no file was written.
NEW	-	-	There is no music to copy.
NEW	-	-	There is no music to export.
NEW	-	-	There is no word at the cursor to look up.
NEW	-	-	This is a bug in {appname}. The text above says where it happened; please report it, with what you were doing at the time.
NEW	-	-	Update with convert-ly
NEW	-	-	\\include "{language}.ly"  (for documents below version 2.14), or
NEW	-	-	\\language "{language}"  (for version 2.14 and higher.)
NEW	-	-	failed to load
NEW	-	-	insert offset in source
NEW	-	-	loading...
NEW	-	-	not started
NEW	-	-	ready
NEW	-	-	warnings
NEW	-	-	{0} rules ran and the document is unchanged.
NEW	-	-	{0} rules ran; {1} lines change; the document becomes version {2}.
NEW	-	-	{appname} is modelled on {inspiration}, the LilyPond music editor by Wilbert Berendsen and contributors, and is deeply indebted to it. It is not {inspiration}, and neither the {inspiration} project nor its authors endorse it.
NEW	-	-	{converter} [{document}]
NEW	-	-	{name} is not installed.
NEW	-	-	{term}: {section}
NEW	-	abbreviation for Synth bass	Syn.Bs.
NEW	-	submenu title	&Export
PLATFORM	Use session specific include path	-	&Search path:
PLATFORM	-	-	&Text:
PLATFORM	-	-	A change of language takes effect when {appname} is started again.
PLATFORM	Edit Snippet	-	Add Snippet
PLATFORM	-	-	Automatic Completion
PLATFORM	Below you can enter commands to open different file types. <code>$f</code> is replaced with the filename, <code>$u</code> with the URL. Leave a field empty to use the operating system default application.	-	Below you can enter commands to open different file types. $f is replaced with the filename, $u with the URL. Leave a field empty to use the operating system default application.
PLATFORM	-	-	Blue:
PLATFORM	-	-	Bookmarks
PLATFORM	Can't write to destination:\n\n{url}\n\n{error}	-	Can't write to destination:
PLATFORM	Close documents in this folder	-	Close documents in this folder ({folder})
PLATFORM	Could not read from: {url}	-	Could not open {filename}:\n{error}
PLATFORM	Could not read from: {url}	-	Could not read from {filename}:\n{error}
PLATFORM	Could not write to: {url}	-	Could not write to {filename}:\n{error}
PLATFORM	-	-	Document Actions
PLATFORM	-	-	Documentation
PLATFORM	-	-	Editor Commands
PLATFORM	-	-	Editor Margin
PLATFORM	-	-	Engraving
PLATFORM	E&xport...	-	Export &PDF...
PLATFORM	E&xport...	-	Export PN&G...
PLATFORM	E&xport...	-	Export S&VG...
PLATFORM	Fixed scale:	-	Fixed scale
PLATFORM	-	-	Green:
PLATFORM	-	-	HTML:
PLATFORM	-	-	Import
PLATFORM	Instrument	-	Instrument:
PLATFORM	-	-	Lyrics
PLATFORM	-	-	Main Window
PLATFORM	-	-	New document:
PLATFORM	-	-	Opacity:
PLATFORM	-	-	Please enter a name for the session:
PLATFORM	-	-	Red:
PLATFORM	-	-	Rest
PLATFORM	-	-	Rhythm
PLATFORM	Save documents in this folder	-	Save documents in this folder ({folder})
PLATFORM	-	-	Scaling:
PLATFORM	-	-	Score Wizard
PLATFORM	-	-	Session:
PLATFORM	-	-	Template:
PLATFORM	-	-	Tool Panels
PLATFORM	-	-	Views
PLATFORM	-	-	Volume
PLATFORM	-	-	Volume:
PLATFORM	-	-	Writes the current page to a picture file.
PLATFORM	-	-	Writes the current page to an SVG file.
PLATFORM	-	-	Writes the whole score to a PDF file.
RULING	Choose the PDF document to display.	-	Choose the score to display.
RULING	-	-	Fresco.Brix engraves in this process. There is no external LilyPond installation, and no version to choose.
RULING	If checked, always assume that the first pitch of a \\relative {...}\nexpression without startpitch is absolute. Otherwise, Frescobaldi\nonly assumes this when the LilyPond version is >= 2.18.	-	If checked, always assume that the first pitch of a \\relative {...}\nexpression without startpitch is absolute. Otherwise, Fresco.Brix\nonly assumes this when the document's version is >= 2.18.
RULING	If checked, the document is saved when it is local and modified.\nOtherwise a temporary file is used to run LilyPond.	-	If checked, the document is saved when it is local and modified.\nOtherwise a scratch copy is engraved instead.
RULING	If checked, LilyPond will delete intermediate PostScript files.	-	If checked, the files a run produces on the way to its output\nare deleted when it finishes.
RULING	If enabled, line numbers are shown in exported HTML or printed source.	-	If enabled, line numbers are shown in exported HTML.
RULING	-	-	Output: SVG pages, and MIDI where a score asks for it.
RULING	Show predefined guitar fret diagrams below the chord names (LilyPond 2.12 and above).	-	Show predefined guitar fret diagrams below the chord names.
RULING	The file {filename} could not be converted: wrong file type.	-	The file {filename} could not be converted.
RULING	-	-	These options are not applied by this engine yet: {options}
RULING	Use this scheme for printing	-	Use this scheme for exported source
